seller_id,current_period,quality_inputs,fraud_inputs,profitability_inputs,operational_inputs,concentration_inputs
S00046,2026-02,"{""cancellation_rate"": 0.153846, ""on_time_rate"": 0.0, ""refund_rate"": 0.153846, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.269231, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.56156, ""margin_rate"": 0.008711, ""promo_dependency_rate"": 0.059666}","{""avg_delay_days"": 3.807692, ""cancellation_rate"": 0.153846, ""delayed_order_rate"": 0.846154}","{""gmv_rank_percentile"": 0.191667, ""gmv_share"": 0.000148, ""order_share"": 0.0004, ""top_decile_volume"": 0.0}"
S00047,2026-02,"{""cancellation_rate"": 0.136364, ""on_time_rate"": 0.272727, ""refund_rate"": 0.090909, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.272727, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.360618, ""margin_rate"": 0.038255, ""promo_dependency_rate"": 0.019141}","{""avg_delay_days"": 1.545455, ""cancellation_rate"": 0.136364, ""delayed_order_rate"": 0.090909}","{""gmv_rank_percentile"": 0.3175, ""gmv_share"": 0.000221, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00048,2026-02,"{""cancellation_rate"": 0.045455, ""on_time_rate"": 0.090909, ""refund_rate"": 0.227273, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.045455, ""dispute_rate"": 0.181818, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.137826, ""margin_rate"": 0.01817, ""promo_dependency_rate"": 0.047246}","{""avg_delay_days"": 2.227273, ""cancellation_rate"": 0.045455, ""delayed_order_rate"": 0.409091}","{""gmv_rank_percentile"": 0.145833, ""gmv_share"": 0.000121, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00049,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.0, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -10.273216, ""margin_rate"": -0.097218, ""promo_dependency_rate"": 0.143533}","{""avg_delay_days"": 2.25, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.25}","{""gmv_rank_percentile"": 0.024167, ""gmv_share"": 3.7e-05, ""order_share"": 6.2e-05, ""top_decile_volume"": 0.0}"
S00050,2026-02,"{""cancellation_rate"": 0.1, ""on_time_rate"": 0.45, ""refund_rate"": 0.1, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.747526, ""margin_rate"": 0.014396, ""promo_dependency_rate"": 0.05613}","{""avg_delay_days"": 1.4, ""cancellation_rate"": 0.1, ""delayed_order_rate"": 0.05}","{""gmv_rank_percentile"": 0.575, ""gmv_share"": 0.000459, ""order_share"": 0.000308, ""top_decile_volume"": 0.0}"
S00051,2026-02,"{""cancellation_rate"": 0.105263, ""on_time_rate"": 0.035088, ""refund_rate"": 0.122807, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.087719, ""dispute_rate"": 0.105263, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 10.615927, ""margin_rate"": 0.055482, ""promo_dependency_rate"": 0.033617}","{""avg_delay_days"": 2.245614, ""cancellation_rate"": 0.105263, ""delayed_order_rate"": 0.438596}","{""gmv_rank_percentile"": 0.8175, ""gmv_share"": 0.000961, ""order_share"": 0.000877, ""top_decile_volume"": 0.0}"
S00052,2026-02,"{""cancellation_rate"": 0.033333, ""on_time_rate"": 0.066667, ""refund_rate"": 0.2, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.033333, ""dispute_rate"": 0.2, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.335957, ""margin_rate"": 0.045895, ""promo_dependency_rate"": 0.031175}","{""avg_delay_days"": 2.333333, ""cancellation_rate"": 0.033333, ""delayed_order_rate"": 0.433333}","{""gmv_rank_percentile"": 0.27, ""gmv_share"": 0.000192, ""order_share"": 0.000461, ""top_decile_volume"": 0.0}"
S00053,2026-02,"{""cancellation_rate"": 0.083333, ""on_time_rate"": 0.083333, ""refund_rate"": 0.083333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.083333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.485482, ""margin_rate"": 0.004186, ""promo_dependency_rate"": 0.058364}","{""avg_delay_days"": 2.041667, ""cancellation_rate"": 0.083333, ""delayed_order_rate"": 0.333333}","{""gmv_rank_percentile"": 0.35, ""gmv_share"": 0.000245, ""order_share"": 0.000369, ""top_decile_volume"": 0.0}"
S00054,2026-02,"{""cancellation_rate"": 0.131148, ""on_time_rate"": 0.344262, ""refund_rate"": 0.147541, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.016393, ""dispute_rate"": 0.098361, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 25.666013, ""margin_rate"": 0.059765, ""promo_dependency_rate"": 0.031808}","{""avg_delay_days"": 1.508197, ""cancellation_rate"": 0.131148, ""delayed_order_rate"": 0.147541}","{""gmv_rank_percentile"": 0.935833, ""gmv_share"": 0.002307, ""order_share"": 0.000938, ""top_decile_volume"": 1.0}"
S00055,2026-02,"{""cancellation_rate"": 0.108108, ""on_time_rate"": 0.162162, ""refund_rate"": 0.27027, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.108108, ""dispute_rate"": 0.189189, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.7142, ""margin_rate"": 0.034277, ""promo_dependency_rate"": 0.026058}","{""avg_delay_days"": 2.135135, ""cancellation_rate"": 0.108108, ""delayed_order_rate"": 0.405405}","{""gmv_rank_percentile"": 0.563333, ""gmv_share"": 0.000448, ""order_share"": 0.000569, ""top_decile_volume"": 0.0}"
S00056,2026-02,"{""cancellation_rate"": 0.131579, ""on_time_rate"": 0.0, ""refund_rate"": 0.263158, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.105263, ""dispute_rate"": 0.157895, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 11.099402, ""margin_rate"": 0.06513, ""promo_dependency_rate"": 0.010551}","{""avg_delay_days"": 4.157895, ""cancellation_rate"": 0.131579, ""delayed_order_rate"": 0.868421}","{""gmv_rank_percentile"": 0.669167, ""gmv_share"": 0.00057, ""order_share"": 0.000584, ""top_decile_volume"": 0.0}"
S00057,2026-02,"{""cancellation_rate"": 0.125, ""on_time_rate"": 0.083333, ""refund_rate"": 0.208333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.04501, ""margin_rate"": 0.051155, ""promo_dependency_rate"": 0.023659}","{""avg_delay_days"": 2.083333, ""cancellation_rate"": 0.125, ""delayed_order_rate"": 0.416667}","{""gmv_rank_percentile"": 0.299167, ""gmv_share"": 0.000208, ""order_share"": 0.000369, ""top_decile_volume"": 0.0}"
S00058,2026-02,"{""cancellation_rate"": 0.375, ""on_time_rate"": 0.0, ""refund_rate"": 0.25, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.125, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 13.405122, ""margin_rate"": 0.043529, ""promo_dependency_rate"": 0.028511}","{""avg_delay_days"": 1.625, ""cancellation_rate"": 0.375, ""delayed_order_rate"": 0.375}","{""gmv_rank_percentile"": 0.31, ""gmv_share"": 0.000217, ""order_share"": 0.000123, ""top_decile_volume"": 0.0}"
S00059,2026-02,"{""cancellation_rate"": 0.089552, ""on_time_rate"": 0.0, ""refund_rate"": 0.328358, ""repeat_buyer_rate"": 0.014925}","{""chargeback_rate"": 0.029851, ""dispute_rate"": 0.149254, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.430176, ""margin_rate"": 0.007044, ""promo_dependency_rate"": 0.050767}","{""avg_delay_days"": 4.19403, ""cancellation_rate"": 0.089552, ""delayed_order_rate"": 0.910448}","{""gmv_rank_percentile"": 0.8525, ""gmv_share"": 0.001198, ""order_share"": 0.00103, ""top_decile_volume"": 0.0}"
S00060,2026-02,"{""cancellation_rate"": 0.097222, ""on_time_rate"": 0.0625, ""refund_rate"": 0.180556, ""repeat_buyer_rate"": 0.041667}","{""chargeback_rate"": 0.020833, ""dispute_rate"": 0.1875, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 13.122215, ""margin_rate"": 0.035556, ""promo_dependency_rate"": 0.032652}","{""avg_delay_days"": 2.416667, ""cancellation_rate"": 0.097222, ""delayed_order_rate"": 0.5}","{""gmv_rank_percentile"": 0.975, ""gmv_share"": 0.00468, ""order_share"": 0.002215, ""top_decile_volume"": 1.0}"
S00061,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.5, ""refund_rate"": 0.142857, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.071429, ""dispute_rate"": 0.071429, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.816109, ""margin_rate"": 0.014212, ""promo_dependency_rate"": 0.034628}","{""avg_delay_days"": 1.5, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.205833, ""gmv_share"": 0.000158, ""order_share"": 0.000215, ""top_decile_volume"": 0.0}"
S00062,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.111111, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.590254, ""margin_rate"": 0.012977, ""promo_dependency_rate"": 0.050614}","{""avg_delay_days"": 1.888889, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.222222}","{""gmv_rank_percentile"": 0.023333, ""gmv_share"": 3.6e-05, ""order_share"": 0.000138, ""top_decile_volume"": 0.0}"
S00063,2026-02,"{""cancellation_rate"": 0.086207, ""on_time_rate"": 0.310345, ""refund_rate"": 0.172414, ""repeat_buyer_rate"": 0.086207}","{""chargeback_rate"": 0.034483, ""dispute_rate"": 0.172414, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.334393, ""margin_rate"": 0.04098, ""promo_dependency_rate"": 0.019619}","{""avg_delay_days"": 1.689655, ""cancellation_rate"": 0.086207, ""delayed_order_rate"": 0.155172}","{""gmv_rank_percentile"": 0.769167, ""gmv_share"": 0.00079, ""order_share"": 0.000892, ""top_decile_volume"": 0.0}"
S00064,2026-02,"{""cancellation_rate"": 0.090909, ""on_time_rate"": 0.136364, ""refund_rate"": 0.181818, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.227273, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.673288, ""margin_rate"": 0.003027, ""promo_dependency_rate"": 0.076864}","{""avg_delay_days"": 1.818182, ""cancellation_rate"": 0.090909, ""delayed_order_rate"": 0.136364}","{""gmv_rank_percentile"": 0.546667, ""gmv_share"": 0.000431, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00065,2026-02,"{""cancellation_rate"": 0.333333, ""on_time_rate"": 0.333333, ""refund_rate"": 0.333333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.812826, ""margin_rate"": 0.048312, ""promo_dependency_rate"": 0.029546}","{""avg_delay_days"": 1.0, ""cancellation_rate"": 0.333333, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.0125, ""gmv_share"": 2.6e-05, ""order_share"": 4.6e-05, ""top_decile_volume"": 0.0}"
S00066,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.25, ""refund_rate"": 0.25, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.25, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 15.134428, ""margin_rate"": 0.080344, ""promo_dependency_rate"": 0.010299}","{""avg_delay_days"": 2.0, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.25}","{""gmv_rank_percentile"": 0.2825, ""gmv_share"": 0.000199, ""order_share"": 0.000185, ""top_decile_volume"": 0.0}"
S00067,2026-02,"{""cancellation_rate"": 0.034483, ""on_time_rate"": 0.103448, ""refund_rate"": 0.206897, ""repeat_buyer_rate"": 0.034483}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.172414, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.725994, ""margin_rate"": 0.01433, ""promo_dependency_rate"": 0.044539}","{""avg_delay_days"": 2.37931, ""cancellation_rate"": 0.034483, ""delayed_order_rate"": 0.448276}","{""gmv_rank_percentile"": 0.4225, ""gmv_share"": 0.000308, ""order_share"": 0.000446, ""top_decile_volume"": 0.0}"
S00068,2026-02,"{""cancellation_rate"": 0.190476, ""on_time_rate"": 0.333333, ""refund_rate"": 0.190476, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.095238, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 22.607261, ""margin_rate"": 0.053995, ""promo_dependency_rate"": 0.040452}","{""avg_delay_days"": 1.380952, ""cancellation_rate"": 0.190476, ""delayed_order_rate"": 0.142857}","{""gmv_rank_percentile"": 0.764167, ""gmv_share"": 0.000774, ""order_share"": 0.000323, ""top_decile_volume"": 0.0}"
S00069,2026-02,"{""cancellation_rate"": 0.136986, ""on_time_rate"": 0.054795, ""refund_rate"": 0.191781, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.09589, ""dispute_rate"": 0.205479, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.520292, ""margin_rate"": 0.015417, ""promo_dependency_rate"": 0.052083}","{""avg_delay_days"": 2.123288, ""cancellation_rate"": 0.136986, ""delayed_order_rate"": 0.410959}","{""gmv_rank_percentile"": 0.838333, ""gmv_share"": 0.001051, ""order_share"": 0.001123, ""top_decile_volume"": 0.0}"
S00070,2026-02,"{""cancellation_rate"": 0.194444, ""on_time_rate"": 0.0, ""refund_rate"": 0.138889, ""repeat_buyer_rate"": 0.013889}","{""chargeback_rate"": 0.083333, ""dispute_rate"": 0.097222, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.867771, ""margin_rate"": 0.011745, ""promo_dependency_rate"": 0.044573}","{""avg_delay_days"": 3.555556, ""cancellation_rate"": 0.194444, ""delayed_order_rate"": 0.805556}","{""gmv_rank_percentile"": 0.586667, ""gmv_share"": 0.000468, ""order_share"": 0.001107, ""top_decile_volume"": 0.0}"
S00071,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.166667, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.333333, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.267292, ""margin_rate"": -0.022284, ""promo_dependency_rate"": 0.085106}","{""avg_delay_days"": 1.666667, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.0175, ""gmv_share"": 3e-05, ""order_share"": 9.2e-05, ""top_decile_volume"": 0.0}"
S00072,2026-02,"{""cancellation_rate"": 0.052632, ""on_time_rate"": 0.368421, ""refund_rate"": 0.052632, ""repeat_buyer_rate"": 0.052632}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.052632, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.079996, ""margin_rate"": 0.011322, ""promo_dependency_rate"": 0.048422}","{""avg_delay_days"": 1.473684, ""cancellation_rate"": 0.052632, ""delayed_order_rate"": 0.052632}","{""gmv_rank_percentile"": 0.421667, ""gmv_share"": 0.000307, ""order_share"": 0.000292, ""top_decile_volume"": 0.0}"
S00073,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.079365, ""refund_rate"": 0.095238, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.031746, ""dispute_rate"": 0.206349, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.571299, ""margin_rate"": 0.033061, ""promo_dependency_rate"": 0.026722}","{""avg_delay_days"": 2.206349, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.428571}","{""gmv_rank_percentile"": 0.5475, ""gmv_share"": 0.000432, ""order_share"": 0.000969, ""top_decile_volume"": 0.0}"
S00074,2026-02,"{""cancellation_rate"": 0.055556, ""on_time_rate"": 0.314815, ""refund_rate"": 0.12963, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.037037, ""dispute_rate"": 0.203704, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 20.507076, ""margin_rate"": 0.042895, ""promo_dependency_rate"": 0.02822}","{""avg_delay_days"": 1.796296, ""cancellation_rate"": 0.055556, ""delayed_order_rate"": 0.240741}","{""gmv_rank_percentile"": 0.931667, ""gmv_share"": 0.002274, ""order_share"": 0.000831, ""top_decile_volume"": 1.0}"
S00075,2026-02,"{""cancellation_rate"": 0.057971, ""on_time_rate"": 0.333333, ""refund_rate"": 0.130435, ""repeat_buyer_rate"": 0.057971}","{""chargeback_rate"": 0.028986, ""dispute_rate"": 0.188406, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.325923, ""margin_rate"": -0.023662, ""promo_dependency_rate"": 0.066498}","{""avg_delay_days"": 1.623188, ""cancellation_rate"": 0.057971, ""delayed_order_rate"": 0.101449}","{""gmv_rank_percentile"": 0.4675, ""gmv_share"": 0.000341, ""order_share"": 0.001061, ""top_decile_volume"": 0.0}"
S00076,2026-02,"{""cancellation_rate"": 0.115385, ""on_time_rate"": 0.423077, ""refund_rate"": 0.307692, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.038462, ""dispute_rate"": 0.076923, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.273826, ""margin_rate"": 0.004188, ""promo_dependency_rate"": 0.053077}","{""avg_delay_days"": 1.423077, ""cancellation_rate"": 0.115385, ""delayed_order_rate"": 0.115385}","{""gmv_rank_percentile"": 0.196667, ""gmv_share"": 0.00015, ""order_share"": 0.0004, ""top_decile_volume"": 0.0}"
S00077,2026-02,"{""cancellation_rate"": 0.045455, ""on_time_rate"": 0.136364, ""refund_rate"": 0.181818, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.227273, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.805676, ""margin_rate"": -0.010444, ""promo_dependency_rate"": 0.050993}","{""avg_delay_days"": 2.045455, ""cancellation_rate"": 0.045455, ""delayed_order_rate"": 0.272727}","{""gmv_rank_percentile"": 0.195833, ""gmv_share"": 0.000149, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00078,2026-02,"{""cancellation_rate"": 0.083333, ""on_time_rate"": 0.361111, ""refund_rate"": 0.055556, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.138889, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 30.523638, ""margin_rate"": 0.073911, ""promo_dependency_rate"": 0.02693}","{""avg_delay_days"": 1.611111, ""cancellation_rate"": 0.083333, ""delayed_order_rate"": 0.166667}","{""gmv_rank_percentile"": 0.866667, ""gmv_share"": 0.001309, ""order_share"": 0.000554, ""top_decile_volume"": 0.0}"
S00079,2026-02,"{""cancellation_rate"": 0.142857, ""on_time_rate"": 0.285714, ""refund_rate"": 0.142857, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.142857, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 15.392936, ""margin_rate"": 0.059684, ""promo_dependency_rate"": 0.030227}","{""avg_delay_days"": 1.785714, ""cancellation_rate"": 0.142857, ""delayed_order_rate"": 0.357143}","{""gmv_rank_percentile"": 0.436667, ""gmv_share"": 0.000318, ""order_share"": 0.000215, ""top_decile_volume"": 0.0}"
S00080,2026-02,"{""cancellation_rate"": 0.100719, ""on_time_rate"": 0.0, ""refund_rate"": 0.223022, ""repeat_buyer_rate"": 0.064748}","{""chargeback_rate"": 0.064748, ""dispute_rate"": 0.258993, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.419639, ""margin_rate"": -0.020126, ""promo_dependency_rate"": 0.048914}","{""avg_delay_days"": 3.827338, ""cancellation_rate"": 0.100719, ""delayed_order_rate"": 0.899281}","{""gmv_rank_percentile"": 0.793333, ""gmv_share"": 0.000863, ""order_share"": 0.002138, ""top_decile_volume"": 0.0}"
S00081,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.311111, ""refund_rate"": 0.244444, ""repeat_buyer_rate"": 0.022222}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.155556, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.907804, ""margin_rate"": 0.022921, ""promo_dependency_rate"": 0.052746}","{""avg_delay_days"": 1.622222, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.2}","{""gmv_rank_percentile"": 0.611667, ""gmv_share"": 0.000503, ""order_share"": 0.000692, ""top_decile_volume"": 0.0}"
S00082,2026-02,"{""cancellation_rate"": 0.166667, ""on_time_rate"": 0.333333, ""refund_rate"": 0.055556, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.055556, ""dispute_rate"": 0.111111, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.663066, ""margin_rate"": 0.055828, ""promo_dependency_rate"": 0.020309}","{""avg_delay_days"": 1.333333, ""cancellation_rate"": 0.166667, ""delayed_order_rate"": 0.055556}","{""gmv_rank_percentile"": 0.261667, ""gmv_share"": 0.000189, ""order_share"": 0.000277, ""top_decile_volume"": 0.0}"
S00083,2026-02,"{""cancellation_rate"": 0.05618, ""on_time_rate"": 0.52809, ""refund_rate"": 0.157303, ""repeat_buyer_rate"": 0.022472}","{""chargeback_rate"": 0.033708, ""dispute_rate"": 0.168539, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.086579, ""margin_rate"": 0.029928, ""promo_dependency_rate"": 0.025005}","{""avg_delay_days"": 1.325843, ""cancellation_rate"": 0.05618, ""delayed_order_rate"": 0.044944}","{""gmv_rank_percentile"": 0.646667, ""gmv_share"": 0.000546, ""order_share"": 0.001369, ""top_decile_volume"": 0.0}"
S00084,2026-02,"{""cancellation_rate"": 0.115385, ""on_time_rate"": 0.115385, ""refund_rate"": 0.230769, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.038462, ""dispute_rate"": 0.153846, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 19.398785, ""margin_rate"": 0.057071, ""promo_dependency_rate"": 0.032673}","{""avg_delay_days"": 1.923077, ""cancellation_rate"": 0.115385, ""delayed_order_rate"": 0.269231}","{""gmv_rank_percentile"": 0.766667, ""gmv_share"": 0.000778, ""order_share"": 0.0004, ""top_decile_volume"": 0.0}"
