iteration,scenario,scenario_type,gmv,net_value,risk_adjusted_gmv,commission_revenue,subsidy,refunds,disputes,chargeback_loss,total_leakage,contribution_margin_proxy,top_risk_seller_downside_exposure
25,subsidy_tightening,policy_upside,11126243.594433527,10425647.94574108,10123054.87513865,1226098.1239290114,270569.7412368014,1082189.895434376,884464.4477490316,623345.5116315773,2860569.5960517866,-1634471.4721227752,1211622.1588970406
25,fraud_control_improvement,risk_upside,10876402.3418663,9994463.692674227,9759145.676178405,1198565.9304755076,384003.5821735937,1213832.8446889292,613660.9923054625,391927.27629460127,2603424.6954625864,-1404858.7649870787,819369.6048620621
25,downside_high_risk_deterioration,downside,11852700.204577573,10942762.810342008,10482492.51984598,1306152.733488258,446032.475430166,1708116.7512374003,1264543.2434191564,893181.50273829,4311873.972825013,-3005721.239336755,1878905.7582289171
26,baseline,reference,11443706.929655511,10809131.3683876,10492289.203708095,1261082.1862882662,400275.7180625589,1256996.243147283,915119.2454686203,620434.741153314,3192825.947831776,-1931743.7615435098,1257621.358181041
26,seller_quality_improvement,quality_upside,11195909.512292862,10587160.94071645,10294749.133448174,1233775.22091724,430414.0310169071,985682.3417538506,909376.9511313334,568008.8033973847,2893482.1272994755,-1659706.9063822355,1042858.909577719
26,subsidy_tightening,policy_upside,10801590.791763252,10122721.773486974,9816224.711847726,1190321.7912517844,267508.23210643005,1014924.1926343326,795928.5907278052,610368.3369156227,2688729.3523841905,-1498407.5611324061,1105326.8304133306
26,fraud_control_improvement,risk_upside,11179551.897684224,10427445.828797854,10176900.665344374,1231972.632252577,396094.61504708766,1060922.69189713,769383.0174383246,412042.9031465283,2638443.227529071,-1406470.5952764938,883023.1761561278
26,downside_high_risk_deterioration,downside,12120090.851477556,11303899.369142158,10788523.659976682,1335618.8482409725,473739.4368626663,1681165.2406904968,1398479.0918896676,771756.3834465872,4325140.1528894175,-2989521.304648445,1789492.119718198
27,baseline,reference,11780701.808766548,11028615.634450065,10668992.447609812,1298218.6003479443,444427.1118929862,1276696.2384201724,931033.4229222611,632458.0118323076,3284614.7850677273,-1986396.184719783,1363946.2127707968
27,seller_quality_improvement,quality_upside,11547076.852767726,10649362.76916399,10365893.079091262,1272473.4224878747,396092.5431587951,966684.1319647378,857408.9751898615,560557.086449366,2780742.73676276,-1508269.3142748855,1007980.2278984085
27,subsidy_tightening,policy_upside,10767330.292958047,10033109.856588036,9740771.412983982,1186546.3271471742,296327.02735407435,1091565.3652484592,869350.8453460059,478450.6289018347,2735693.8668503743,-1549147.5397032,1118243.7518141575
27,fraud_control_improvement,risk_upside,10993020.439514717,10342647.068624988,10102586.804943867,1211417.0989340546,382821.34980922553,1180096.8957676275,705833.2922754469,363931.9532916021,2632683.491143902,-1421266.3922098472,827688.2984044165
27,downside_high_risk_deterioration,downside,12339197.356907004,10922675.250933561,10431207.8539683,1359764.111012506,421105.99297919,1517062.3249391385,1305210.927064219,862626.7861185506,4106006.0311010983,-2746241.920088592,1838866.1744816422
28,baseline,reference,12009519.191152362,11133545.701914389,10770315.137790894,1323433.989610674,441995.15435963665,1331633.2257138882,982169.5342749561,687339.5079649233,3443137.4223134043,-2119703.4327027304,1370538.536452502
28,seller_quality_improvement,quality_upside,11981792.445226807,10702034.411487874,10430720.25237275,1320378.5368989443,375265.30175801204,959169.1129546857,814077.9359837329,551718.1273463924,2700230.478042823,-1379851.9411438785,966769.367229577
28,subsidy_tightening,policy_upside,10837942.722408922,10513771.960537886,10227121.405731974,1194327.7285285983,298686.8414494046,1122229.357630276,903234.3323673621,547074.7392084834,2871225.270655526,-1676897.5421269275,1182259.6545440576
28,fraud_control_improvement,risk_upside,11187740.669442942,10298997.286941294,10052649.951746179,1232875.0246553167,361410.61391532735,1040921.7501301346,707112.5917532478,371905.43980081665,2481350.3955995264,-1248475.3709442096,758721.8939586359
28,downside_high_risk_deterioration,downside,12366367.633419728,11205206.706053706,10704195.538218616,1362758.2414911475,483805.5474157061,1607705.5325666398,1208736.8281572007,817425.910909987,4117673.8190495335,-2754915.577558386,2001965.0543250828
29,baseline,reference,11975985.367324699,11239215.536063509,10901793.737866605,1319738.604179437,415123.72833474766,1382163.5587420869,1171759.828469173,760246.7316276873,3729293.847173695,-2409555.242994258,1306527.353632007
29,seller_quality_improvement,quality_upside,11780490.827022256,10750419.891746374,10462475.864319714,1298195.3504236853,370849.7193201101,1007130.7159033796,863777.9375621941,561101.4445406294,2802859.817326313,-1504664.4669026276,990396.8252558506
29,subsidy_tightening,policy_upside,10700911.723976629,9879709.394262208,9578914.102190973,1179227.0839424946,301401.79864236404,1100563.9777967362,924989.3264347079,543979.2406214828,2870934.343495291,-1691707.2595527966,1070906.425111945
29,fraud_control_improvement,risk_upside,10433589.393604826,9418210.543599993,9199022.16026516,1149768.4975857139,333194.03392302175,862854.6343296383,586430.4117990688,365442.54567912617,2147921.625730855,-998153.1281451411,811886.2771338024
29,downside_high_risk_deterioration,downside,11996682.559341103,11131445.489547158,10628058.094118599,1322019.4088451383,434453.64099365304,1648383.413641925,1396589.131496552,794686.1412510108,4274112.327383141,-2952092.9185380028,1983402.7573534506
30,baseline,reference,10996212.021386359,9985512.697730754,9650805.906684557,1211768.8072632828,387786.81746806036,1198155.1997387768,866063.8062861409,585111.7026508395,3037117.5261438177,-1825348.7188805349,1274706.6823512455
30,seller_quality_improvement,quality_upside,11730658.144398931,11085975.821115078,10775722.499916906,1292703.8511448652,375632.5687589161,1177837.0029039737,833124.8781799488,632160.1020203122,3018754.5518631507,-1726050.7007182855,1038046.2412800833
30,subsidy_tightening,policy_upside,10278080.11329607,9591442.464292992,9290778.179240322,1132631.5694552253,239588.2331566842,1110637.2423487934,935289.5539686037,514572.08731322864,2800087.11678731,-1667455.547332085,1038888.418439591
30,fraud_control_improvement,risk_upside,11053303.658846028,10306567.629906658,10064657.740808241,1218060.2342833022,387373.5729852255,1205532.0784989307,676704.9593875005,390493.1682163965,2660103.7790880534,-1442043.5448047512,863985.6930935562
30,downside_high_risk_deterioration,downside,11619795.525667856,10648726.903537331,10166218.189724803,1280486.9292622602,438109.31617983565,1452146.7881835056,1330096.4477325466,838450.34933959,4058802.901435478,-2778315.9721732177,2004277.6042276998
31,baseline,reference,11591671.24252276,10776556.195550587,10419668.733304575,1277387.6684463003,394334.41281942,1269966.5080295417,948026.2283137576,711791.130090904,3324118.279253623,-2046730.6108073227,1309133.7590451878
31,seller_quality_improvement,quality_upside,11961194.572445229,10730263.117494281,10454986.588178385,1318108.6770886614,362596.36620201136,1084891.0750174713,841066.9945041153,575988.7248150714,2864543.1605386697,-1546434.4834500083,1028778.735105872
31,subsidy_tightening,policy_upside,11868919.933951305,11241867.76927602,10890388.012911709,1307940.1273725443,302613.86589863524,1197929.9355790343,963635.0185096008,534456.804085037,2998635.624072307,-1690695.4966997625,1337641.8773371398
31,fraud_control_improvement,risk_upside,11057692.604878407,10091132.467848144,9846976.673730126,1218543.8906450071,365804.79957478726,1006870.9650675772,688273.994222773,294992.5685221476,2355942.327387285,-1137398.4367422778,843895.1976081989
31,downside_high_risk_deterioration,downside,12042460.238544688,10633314.992551683,10201012.520991132,1327064.0518203666,433930.3023110177,1639556.6807903727,1022506.9134909381,773711.6862900029,3869705.582882331,-2542641.5310619646,1920854.4714154508
32,baseline,reference,11495540.134988664,10717857.809515418,10345684.021471974,1266794.1406668313,440709.59597086016,1245923.7032241717,1010087.4903172903,552237.6595423743,3248958.4490546966,-1982164.3083878653,1259062.7403793314
32,seller_quality_improvement,quality_upside,10999325.99159882,10196063.917998571,9938967.852291768,1212111.9628847705,341802.9716386701,997404.180769482,849721.9191638225,549137.2781150893,2738066.349687064,-1525954.3868022936,971654.2870876386
32,subsidy_tightening,policy_upside,11088251.673488863,10081948.212022547,9736899.14739943,1221911.46177306,265266.481144269,1161426.7934690458,905559.5187416382,596758.7754613735,2929011.568816326,-1707100.107043266,1173805.2673025383
32,fraud_control_improvement,risk_upside,11466244.17792589,10998569.365300382,10750028.242651459,1263565.7628510387,398317.1704150925,1109117.9009327735,769749.0504776184,399414.2680892146,2676598.389914699,-1413032.6270636602,825469.9091840915
32,downside_high_risk_deterioration,downside,12570020.561827075,11584629.559678836,11060665.126199173,1385200.5394090018,459235.5461206571,1754609.0457751087,1372339.546229966,849496.8193025223,4435680.957428254,-3050480.4180192524,1841591.5549760517
33,baseline,reference,12196749.656872861,11354837.288337547,10995171.647474052,1344066.552686779,420215.9168728721,1295584.8027544788,1012722.7312326005,650447.4397503411,3378970.8906102926,-2034904.3379235135,1474509.0566385584
33,seller_quality_improvement,quality_upside,10770992.984455107,10116880.22926007,9813823.595199417,1186949.9511677127,356187.3286824632,998337.8191133047,727351.4777504638,588984.71295641,2670861.338502642,-1483911.387334929,1027248.2445783871
33,subsidy_tightening,policy_upside,10515135.379670724,9960331.863242205,9643428.35272225,1158754.763227009,271222.9449665259,985093.2175929077,876541.8428105713,587394.227995108,2720252.233365113,-1561497.470138104,1139932.424487049
33,fraud_control_improvement,risk_upside,11519207.156467522,10852340.351575112,10625722.600569107,1269402.2168237052,429276.3767582241,951673.864994636,721045.8137427391,375717.83492234687,2477713.890417946,-1208311.6735942408,873186.2500924254
33,downside_high_risk_deterioration,downside,12385750.376173165,11173978.185050711,10700996.144390011,1364894.1954925929,477601.54332493694,1516096.407886139,1271146.320744987,935146.6005370669,4199990.87249313,-2835096.6770005375,1978968.5572803877
34,baseline,reference,11775093.83753898,10984572.662000388,10635485.53407369,1297600.608934867,409693.23672456073,1337308.2917846863,909129.0236130013,703048.5440957868,3359179.096218035,-2061578.4872831681,1335536.035491372
34,seller_quality_improvement,quality_upside,10822732.913835946,9948307.430238428,9662486.008647082,1192651.6266530314,377495.90063164994,974731.0948376227,811913.7275163641,523156.67202091886,2687297.395006555,-1494645.7683535237,931135.613830854
34,subsidy_tightening,policy_upside,11362605.60851776,10380846.28897363,10042136.734796401,1252144.9221657272,305378.44822671136,1229354.0069171132,860517.8862391772,700931.9885552964,3096182.329938298,-1844037.4077725708,1244054.0084539978
34,fraud_control_improvement,risk_upside,11049795.954760524,10151787.13374189,9927849.59699335,1217673.6896816106,383935.76786927675,1100393.5733605798,757488.9485979979,361321.439160653,2603139.7289885073,-1385466.0393068967,852406.8285763193
34,downside_high_risk_deterioration,downside,11861323.644724779,10984979.43995974,10551514.365442261,1307103.02580359,466580.2405852133,1551477.2945698649,1226048.1434432433,765054.0246844781,4009159.7032827996,-2702056.6774792094,1919910.4725254958
35,baseline,reference,11308466.17954498,9991258.807003753,9694463.747803073,1246178.8248274194,372316.81642469624,1254846.6675843373,874776.185847094,601058.6797199714,3102998.349576099,-1856819.5247486795,1335985.5429207191
35,seller_quality_improvement,quality_upside,11239061.626318531,10467111.002468457,10181065.919930516,1238530.5298947385,422915.3709203868,1101955.691043591,799450.1974091273,524685.8794373381,2849007.138810443,-1610476.6089157048,1035694.9086589864
35,subsidy_tightening,policy_upside,10909495.203943502,10146428.946901077,9800563.433768572,1202212.7224735364,296044.9947119754,1102843.760789282,1038419.4321633324,585634.0950511165,3022942.282715706,-1820729.5602421698,1173644.033543164
35,fraud_control_improvement,risk_upside,11672880.56563153,10642347.580634281,10413175.698862065,1286336.8342509232,392380.2193559732,1158245.704687836,773204.7025342045,374568.1307712093,2698398.7573492234,-1412061.9230983001,781984.5693218253
35,downside_high_risk_deterioration,downside,11353010.676990943,10135910.77777149,9697508.097888976,1251087.5727158065,432893.7400053669,1553444.2653731683,1208829.3236324703,621428.0163471198,3816595.345358125,-2565507.772642318,1729619.7716618055
36,baseline,reference,11317488.404414335,10401788.84006931,10057995.31771646,1247173.062720208,431293.0470045016,1257135.3479562432,992821.0478862623,613785.6009406821,3295035.043787689,-2047861.981067481,1340093.4399333326
36,seller_quality_improvement,quality_upside,11374222.448733417,10686016.672638379,10388577.022162853,1253425.0834235237,357093.0045147921,1051494.7655188323,844504.1544263728,534620.987484983,2787712.9119449807,-1534287.828521457,987644.4367850235
36,subsidy_tightening,policy_upside,10938890.682075813,10180159.161504783,9888938.632640904,1205452.0673866798,261289.2050967606,1135723.3599115664,825166.5281183256,616572.5246857728,2838751.617812426,-1633299.550425746,1113659.4148771465
36,fraud_control_improvement,risk_upside,11496944.980436478,10807767.489586858,10556220.477444125,1266948.9528775613,410366.19084670173,1130134.097474639,760041.5633952259,315250.546106888,2615792.397823455,-1348843.4449458935,968350.0454161552
36,downside_high_risk_deterioration,downside,12297691.079049991,11289843.955182953,10789644.495663153,1355190.171121668,479143.00547572214,1707984.1178077124,1159274.224741564,731252.7185633661,4077654.066588365,-2722463.895466697,1862084.9723423747
37,baseline,reference,11589282.040727878,10403470.186789388,10074883.072387684,1277124.3813976636,381141.2080069534,1022301.3244269168,939655.3540847911,599140.9427440709,2942238.8292627325,-1665114.447865069,1363457.7344420017
